sender_account,receiver_account,amount,transaction_date,alert
A67,B19,5743.478565555618,2025-10-25 01:15:10.822227,1
A58,B50,5299.3042165475335,2025-06-06 01:15:10.822227,1
A16,B25,3986.360119064975,2025-09-13 01:15:10.822227,0
A32,B77,6499.111759693255,2025-10-22 01:15:10.822227,1
A29,B66,2503.6204144030453,2025-05-24 01:15:10.822227,0
A9,B96,1143.3516397243302,2025-10-07 01:15:10.822227,0
A44,B18,7359.391846199483,2025-09-14 01:15:10.822227,1
A3,B9,4995.449162962103,2026-02-26 01:15:10.822227,0
A76,B36,3876.003926592242,2026-04-10 01:15:10.822227,0
A71,B99,5621.110380488874,2025-08-06 01:15:10.822227,1
A30,B54,2625.148999109083,2026-05-07 01:15:10.822227,0
A76,B44,2610.294813687635,2026-01-30 01:15:10.822227,0
A29,B65,4468.268392932106,2025-12-24 01:15:10.822227,0
A1,B35,9963.68747042606,2026-05-06 01:15:10.822227,1
A10,B1,2862.913008204598,2026-01-02 01:15:10.822227,0
A91,B37,9165.624306323394,2026-01-27 01:15:10.822227,1
A81,B93,4917.089950589699,2025-08-20 01:15:10.822227,0
A8,B39,1235.147844820669,2025-12-26 01:15:10.822227,0
A30,B76,8529.734640939383,2026-02-25 01:15:10.822227,1
A9,B75,4525.90642560152,2025-09-30 01:15:10.822227,0
A5,B85,8987.803517554441,2025-08-06 01:15:10.822227,1
A43,B63,4456.660815497125,2025-09-11 01:15:10.822227,0
A10,B20,887.0295036362634,2025-08-14 01:15:10.822227,0
A66,B58,6822.473309903865,2025-09-03 01:15:10.822227,1
A31,B69,8456.756977557248,2026-03-26 01:15:10.822227,1
A36,B62,3202.6818432787018,2025-08-02 01:15:10.822227,0
A86,B45,3480.7786944382597,2026-03-25 01:15:10.822227,0
A63,B43,658.7413923775508,2026-01-05 01:15:10.822227,0
A28,B71,5426.291898643368,2025-08-17 01:15:10.822227,1
A70,B98,8914.40350671535,2025-11-16 01:15:10.822227,1
A17,B70,8515.106887023727,2025-08-18 01:15:10.822227,1
A93,B49,7120.972949032054,2026-05-01 01:15:10.822227,1
A74,B59,9273.971322664545,2025-10-09 01:15:10.822227,1
A74,B42,6380.6232254145225,2025-08-16 01:15:10.822227,1
A61,B25,7939.026874611577,2026-01-31 01:15:10.822227,1
A32,B90,5092.469894291265,2025-10-17 01:15:10.822227,1
A61,B31,1222.4109262337843,2026-03-31 01:15:10.822227,0
A53,B74,2017.7939080650806,2025-06-22 01:15:10.822227,0
A25,B50,1397.3799516632737,2026-01-16 01:15:10.822227,0
A13,B30,7905.826877469414,2025-12-21 01:15:10.822227,1
A13,B100,272.57742781457426,2026-05-06 01:15:10.822227,0
A85,B53,5544.674158223354,2025-10-04 01:15:10.822227,1
A56,B6,3695.422543357195,2026-01-08 01:15:10.822227,0
A46,B41,8038.580645622978,2025-11-25 01:15:10.822227,1
A55,B96,5520.95286992501,2026-04-08 01:15:10.822227,1
A53,B61,6123.364142579004,2025-10-10 01:15:10.822227,1
A60,B91,871.2926617028078,2026-03-23 01:15:10.822227,0
A94,B49,3099.814268109337,2026-01-21 01:15:10.822227,0
A7,B50,9995.954488904525,2026-02-04 01:15:10.822227,1
A87,B85,7191.507902308288,2025-07-25 01:15:10.822227,1
A84,B84,5261.699591754698,2025-06-04 01:15:10.822227,1
A83,B20,7693.953858243233,2025-11-24 01:15:10.822227,1
A13,B64,8235.160601088823,2025-05-24 01:15:10.822227,1
A8,B5,746.7696219832778,2025-07-14 01:15:10.822227,0
A52,B17,9724.07351782252,2025-07-03 01:15:10.822227,1
A94,B65,6426.96250796995,2025-10-15 01:15:10.822227,1
A44,B76,4505.245211673331,2026-02-27 01:15:10.822227,0
A14,B43,6804.288816589314,2025-07-11 01:15:10.822227,1
A32,B13,3451.70265921997,2026-03-12 01:15:10.822227,0
A25,B57,8780.821914987613,2026-02-06 01:15:10.822227,1
A25,B13,7804.8266590947005,2026-02-06 01:15:10.822227,1
A69,B68,6401.541354372964,2026-04-22 01:15:10.822227,1
A58,B59,1827.8117341558523,2025-08-04 01:15:10.822227,0
A18,B2,9662.983493201727,2025-11-24 01:15:10.822227,1
A55,B93,4331.856681954929,2025-08-23 01:15:10.822227,0
A24,B19,9108.015586759404,2025-12-30 01:15:10.822227,1
A36,B53,563.5743716775929,2025-07-21 01:15:10.822227,0
A60,B84,1250.3695951837317,2025-08-20 01:15:10.822227,0
A32,B20,1538.6245134339042,2026-02-25 01:15:10.822227,0
A10,B10,1654.92422810234,2025-12-08 01:15:10.822227,0
A57,B61,3233.3809040340107,2025-05-27 01:15:10.822227,0
A71,B34,7096.228003967166,2025-12-24 01:15:10.822227,1
A13,B44,3466.770592595312,2025-12-25 01:15:10.822227,0
A7,B80,9409.631508766031,2025-08-02 01:15:10.822227,1
A84,B89,8950.309909043033,2026-01-06 01:15:10.822227,1
A70,B51,8460.877724497097,2025-09-01 01:15:10.822227,1
A2,B84,2513.5470367301705,2025-06-09 01:15:10.822227,0
A12,B11,6354.220342963582,2026-04-04 01:15:10.822227,1
A97,B43,5512.905740676566,2026-03-14 01:15:10.822227,1
A31,B87,1260.451248317758,2025-10-24 01:15:10.822227,0
A22,B69,3035.217815027672,2026-04-22 01:15:10.822227,0
A53,B49,5339.4455173861215,2026-01-01 01:15:10.822227,1
A63,B41,5030.705715965214,2025-06-21 01:15:10.822227,1
A62,B81,1694.672658459591,2026-03-19 01:15:10.822227,0
A28,B92,9416.653808807272,2025-05-28 01:15:10.822227,1
A52,B98,1550.4007261268362,2026-03-16 01:15:10.822227,0
A8,B63,6590.741405103706,2026-01-15 01:15:10.822227,1
A22,B70,7209.121356688357,2026-03-09 01:15:10.822227,1
A49,B5,6055.337689539936,2025-05-23 01:15:10.822227,1
A1,B80,8426.874741092755,2025-12-09 01:15:10.822227,1
A50,B9,5640.544163968645,2026-01-16 01:15:10.822227,1
A34,B31,8254.110310593054,2025-06-10 01:15:10.822227,1
A59,B81,293.4511441097874,2025-11-02 01:15:10.822227,0
A37,B88,464.1634148805063,2025-09-14 01:15:10.822227,0
A55,B37,6418.1228009053575,2026-03-11 01:15:10.822227,1
A90,B30,5771.944602459017,2025-07-31 01:15:10.822227,1
A94,B96,6514.788475081143,2025-07-03 01:15:10.822227,1
A72,B12,7671.9204191539475,2026-01-05 01:15:10.822227,1
A85,B56,4171.701968795829,2025-07-05 01:15:10.822227,0
A92,B13,6393.5220101666155,2025-10-22 01:15:10.822227,1
A63,B98,4985.4002207598,2025-11-11 01:15:10.822227,0
A20,B82,6275.368462877863,2025-10-03 01:15:10.822227,1
A25,B91,2903.819851448042,2026-04-14 01:15:10.822227,0
A38,B13,9566.935197844507,2025-07-02 01:15:10.822227,1
A28,B57,4834.618733572441,2026-04-05 01:15:10.822227,0
A8,B22,8048.834660615173,2025-10-28 01:15:10.822227,1
A75,B89,6853.05850354481,2025-09-01 01:15:10.822227,1
A95,B39,2981.364375583126,2025-12-31 01:15:10.822227,0
A70,B4,739.0005247984044,2025-06-01 01:15:10.822227,0
A8,B6,608.5311990173432,2025-11-15 01:15:10.822227,0
A96,B42,4401.658944204905,2025-10-02 01:15:10.822227,0
A41,B8,4847.668789772519,2025-09-15 01:15:10.822227,0
A8,B38,2048.1899054983533,2025-12-06 01:15:10.822227,0
A7,B46,6070.536025578157,2025-07-29 01:15:10.822227,1
A75,B48,3132.699167476861,2026-05-21 01:15:10.822227,0
A62,B56,7186.445222273251,2026-04-05 01:15:10.822227,1
A65,B19,7344.655550497422,2025-09-30 01:15:10.822227,1
A68,B32,8609.16588388571,2025-07-01 01:15:10.822227,1
A21,B68,9753.987537869652,2025-06-16 01:15:10.822227,1
A8,B53,1316.3538540083407,2025-05-30 01:15:10.822227,0
A66,B73,3711.6965785224097,2025-11-20 01:15:10.822227,0
A11,B88,5620.895645326208,2026-04-20 01:15:10.822227,1
A24,B24,3197.9677051675408,2025-08-22 01:15:10.822227,0
A9,B22,4670.060944735958,2025-10-31 01:15:10.822227,0
A77,B23,2682.042027797282,2026-01-31 01:15:10.822227,0
A9,B11,2486.7096364302006,2025-10-15 01:15:10.822227,0
A87,B79,977.1484090801088,2026-02-03 01:15:10.822227,0
A31,B49,2909.217929649316,2025-09-11 01:15:10.822227,0
A52,B80,3847.6568366810443,2026-01-05 01:15:10.822227,0
A16,B88,6157.620667198047,2025-12-08 01:15:10.822227,1
A73,B31,2490.220101008054,2025-12-28 01:15:10.822227,0
A32,B64,8654.421942189969,2025-12-01 01:15:10.822227,1
A75,B75,1605.399624680308,2025-08-15 01:15:10.822227,0
A77,B19,3281.0838498039375,2025-07-31 01:15:10.822227,0
A6,B30,5781.093508557028,2026-03-17 01:15:10.822227,1
A80,B60,3134.022059414108,2025-08-06 01:15:10.822227,0
A11,B82,7633.582537634899,2025-09-16 01:15:10.822227,1
A54,B33,4987.672765178489,2025-11-28 01:15:10.822227,0
A85,B59,5152.10114392253,2025-06-07 01:15:10.822227,1
A75,B33,4992.609486892565,2026-04-28 01:15:10.822227,0
A73,B86,3092.3194157237485,2026-04-29 01:15:10.822227,0
A67,B2,241.5312191813468,2026-04-02 01:15:10.823229,0
A41,B60,9452.875712651681,2025-07-06 01:15:10.823229,1
A34,B37,5059.390185607478,2025-09-29 01:15:10.823229,1
A27,B87,9667.19943921923,2026-05-14 01:15:10.823229,1
A86,B70,2159.292781037149,2026-03-20 01:15:10.823229,0
A92,B21,3535.4219376749897,2026-03-03 01:15:10.823229,0
A41,B10,514.89864223264,2025-10-09 01:15:10.823229,0
A31,B57,4953.993093216512,2025-10-01 01:15:10.823229,0
A34,B45,8824.571368918329,2026-05-22 01:15:10.823229,1
A51,B76,6546.057768527275,2025-10-15 01:15:10.823229,1
A17,B39,4711.162665148276,2026-02-08 01:15:10.823229,0
A86,B82,5371.540585396381,2025-06-04 01:15:10.823229,1
A83,B55,8473.251930280743,2026-03-16 01:15:10.823229,1
A39,B89,4314.96841578193,2025-06-24 01:15:10.823229,0
A59,B33,8825.732751876743,2025-12-19 01:15:10.823229,1
A41,B59,7277.805552960325,2026-03-02 01:15:10.823229,1
A97,B39,7640.9290739782755,2026-01-02 01:15:10.823229,1
A10,B26,3665.7141516504544,2026-04-05 01:15:10.823229,0
A2,B50,4011.810393937418,2025-06-21 01:15:10.823229,0
A59,B62,5707.113622371483,2025-11-19 01:15:10.823229,1
A80,B14,1954.6064658583134,2026-01-14 01:15:10.823229,0
A73,B31,5536.697036945306,2026-04-10 01:15:10.823229,1
A13,B49,744.5821799309898,2025-11-13 01:15:10.823229,0
A10,B74,5047.512735940815,2025-06-16 01:15:10.823229,1
A69,B46,7646.397105925324,2025-06-24 01:15:10.823229,1
A28,B74,2804.4095694635803,2026-02-27 01:15:10.823229,0
A65,B38,9891.016099201019,2026-04-26 01:15:10.823229,1
A34,B90,6807.182414787419,2025-11-01 01:15:10.823229,1
A17,B38,1196.9220870386596,2025-07-06 01:15:10.823229,0
A45,B3,9751.077325983702,2025-12-17 01:15:10.823229,1
A9,B85,3945.0980901587855,2025-05-29 01:15:10.823229,0
A32,B51,7951.023311525649,2026-01-23 01:15:10.823229,1
A48,B36,3397.4621465261275,2025-10-15 01:15:10.823229,0
A37,B2,9390.096183884201,2025-06-21 01:15:10.823229,1
A21,B73,7552.102071205011,2026-04-06 01:15:10.823229,1
A57,B88,1998.5882367089753,2025-05-27 01:15:10.823229,0
A70,B100,5096.133937089569,2026-04-04 01:15:10.823229,1
A91,B96,5005.778256670732,2026-05-22 01:15:10.823229,1
A39,B7,462.58049114607655,2026-02-02 01:15:10.823229,0
A79,B78,1378.993371939529,2025-09-20 01:15:10.823229,0
A84,B96,3337.076646474144,2026-04-13 01:15:10.823229,0
A68,B64,4742.704062447949,2026-03-16 01:15:10.823229,0
A2,B37,4575.315707235911,2025-07-23 01:15:10.823229,0
A86,B100,6066.542618814004,2026-01-27 01:15:10.823229,1
A71,B30,5159.902264151066,2025-08-30 01:15:10.823229,1
A39,B78,3286.378817888897,2025-06-08 01:15:10.823229,0
A85,B46,6134.550529436134,2025-10-07 01:15:10.823229,1
