sender_account,receiver_account,amount,transaction_date,alert
A92,B76,3115.8894217397587,2025-09-04 00:51:43.471397,0
A41,B86,9268.078571284983,2025-11-22 00:51:43.471397,1
A28,B27,6956.879265008716,2026-05-19 00:51:43.471397,1
A84,B76,9020.880999455185,2026-01-23 00:51:43.471397,1
A64,B23,9050.078336360597,2026-02-06 00:51:43.471397,1
A51,B63,1444.0439689234086,2025-10-30 00:51:43.471397,0
A83,B56,3633.5595512608675,2026-01-13 00:51:43.471397,0
A59,B97,5234.869575200632,2025-10-07 00:51:43.471397,1
A19,B93,5245.198615479118,2025-08-03 00:51:43.471397,1
A34,B97,523.6668865422703,2026-05-21 00:51:43.471397,0
A18,B91,9018.469696950502,2025-09-09 00:51:43.471397,1
A32,B92,1511.2423593437784,2026-04-18 00:51:43.471397,0
A96,B30,4638.095416470749,2025-09-19 00:51:43.471397,0
A72,B75,884.9819430960284,2026-03-25 00:51:43.471397,0
A69,B71,1855.4520872631824,2025-11-16 00:51:43.471397,0
A34,B41,6438.271417002308,2026-05-03 00:51:43.471397,1
A96,B90,6822.608260503962,2026-05-20 00:51:43.471397,1
A75,B24,8689.509346740117,2026-03-04 00:51:43.471397,1
A55,B29,8997.05813893386,2025-08-26 00:51:43.471397,1
A75,B72,1664.6576280790725,2026-04-24 00:51:43.471397,0
A52,B85,6064.088115357329,2025-12-08 00:51:43.471397,1
A47,B14,3650.8611729162712,2025-09-27 00:51:43.471397,0
A29,B71,2108.0175301570794,2026-01-15 00:51:43.471397,0
A18,B22,1302.1703206563352,2026-04-17 00:51:43.471397,0
A66,B66,6024.21508062217,2025-06-14 00:51:43.471397,1
A64,B74,6512.234602748576,2026-03-11 00:51:43.471397,1
A12,B25,4184.729420856614,2025-08-08 00:51:43.471397,0
A97,B49,4526.580089274361,2025-07-03 00:51:43.471397,0
A7,B83,8926.530418836554,2025-12-01 00:51:43.471397,1
A15,B25,1341.994438000922,2026-04-26 00:51:43.471397,0
A20,B86,7894.0817328901485,2026-04-17 00:51:43.471397,1
A81,B81,4873.994734753965,2025-08-18 00:51:43.471397,0
A21,B22,702.922367092688,2025-06-29 00:51:43.471397,0
A88,B100,7730.323345602663,2026-02-19 00:51:43.471397,1
A55,B59,134.88558809735207,2025-08-16 00:51:43.471397,0
A77,B71,5502.633179945644,2026-01-02 00:51:43.471397,1
A9,B84,466.96556926614215,2025-09-18 00:51:43.471397,0
A50,B55,3659.792835926649,2026-04-09 00:51:43.471397,0
A49,B67,9077.402339157945,2026-03-14 00:51:43.471397,1
A77,B3,5122.743704445682,2026-03-31 00:51:43.471397,1
A60,B62,1312.023246332317,2025-07-21 00:51:43.471397,0
A68,B95,4794.981229073909,2025-09-17 00:51:43.471397,0
A33,B6,6796.015985613744,2025-12-23 00:51:43.471397,1
A71,B36,5130.88076938021,2026-03-04 00:51:43.471397,1
A2,B24,5931.294896929507,2025-12-14 00:51:43.471397,1
A88,B84,2246.0718839807437,2026-01-04 00:51:43.471397,0
A93,B30,642.5055399131286,2025-06-04 00:51:43.471397,0
A15,B46,5145.198341296263,2026-03-07 00:51:43.471397,1
A88,B59,3350.2569932905935,2026-05-07 00:51:43.471397,0
A69,B99,4712.439997018233,2025-11-14 00:51:43.471397,0
A97,B84,8226.443660249599,2025-09-26 00:51:43.471397,1
A35,B30,9299.48717497084,2026-05-14 00:51:43.471397,1
A99,B11,2060.42268468723,2026-03-12 00:51:43.471397,0
A83,B67,540.6223017958056,2026-01-30 00:51:43.471397,0
A44,B79,3518.8814557063133,2025-09-14 00:51:43.471397,0
A15,B78,5405.455385039773,2025-12-08 00:51:43.471397,1
A38,B48,9104.975113637074,2025-10-23 00:51:43.471397,1
A56,B75,9901.239690119422,2026-03-17 00:51:43.471397,1
A21,B31,4048.5894588957563,2026-04-23 00:51:43.471397,0
A59,B10,4561.6544940643835,2026-04-11 00:51:43.471397,0
A1,B11,131.7462859399895,2026-05-07 00:51:43.471397,0
A93,B93,1892.8658149477778,2026-01-15 00:51:43.471397,0
A93,B55,4812.994330337211,2025-09-02 00:51:43.471397,0
A34,B88,6298.65699493458,2025-11-19 00:51:43.471397,1
A65,B75,1906.2196511641955,2026-04-06 00:51:43.471397,0
A98,B76,5660.972636351045,2025-09-05 00:51:43.471397,1
A23,B24,4054.7987783112226,2026-01-28 00:51:43.471397,0
A65,B87,4760.613595581295,2025-09-10 00:51:43.471397,0
A14,B11,1424.3895311578535,2025-09-05 00:51:43.471397,0
A81,B84,8304.965286188923,2025-07-22 00:51:43.471397,1
A39,B25,2036.939991738299,2026-04-19 00:51:43.471397,0
A82,B41,4439.139753208606,2025-10-15 00:51:43.471397,0
A65,B32,1233.9268420280503,2025-11-29 00:51:43.471397,0
A78,B40,9379.565435831302,2025-06-06 00:51:43.471397,1
A26,B91,9252.114264454514,2025-11-13 00:51:43.471397,1
A20,B60,5769.313231677233,2025-07-03 00:51:43.471397,1
A48,B93,6846.57806781992,2026-04-10 00:51:43.471397,1
A98,B8,7416.177582801371,2025-10-14 00:51:43.471397,1
A21,B45,8261.180775686329,2026-01-05 00:51:43.471397,1
A70,B1,891.2277546610632,2026-01-10 00:51:43.471397,0
A100,B61,1939.7248673709043,2026-01-28 00:51:43.471397,0
A68,B84,3372.0203316694383,2025-05-23 00:51:43.471397,0
A1,B1,5267.653331718888,2026-01-05 00:51:43.471397,1
A77,B64,9574.138054116285,2025-10-04 00:51:43.471397,1
A42,B62,1977.7780667100515,2026-01-03 00:51:43.471397,0
A63,B48,6165.889080578928,2025-08-05 00:51:43.471397,1
A3,B1,9738.383424989233,2026-01-14 00:51:43.471397,1
A15,B93,6121.460179151426,2025-06-03 00:51:43.471397,1
A47,B72,4615.066099339461,2026-04-06 00:51:43.471397,0
A40,B71,375.5161812002405,2025-11-21 00:51:43.471397,0
A31,B100,5426.1432541119375,2025-10-20 00:51:43.471397,1
A8,B39,3067.721251821333,2025-09-23 00:51:43.471397,0
A31,B73,4352.813160538261,2026-01-15 00:51:43.471397,0
A73,B37,3766.7624640188883,2025-08-17 00:51:43.471397,0
A11,B85,6248.190455899992,2025-12-24 00:51:43.471397,1
A11,B74,6763.2177527502845,2025-12-24 00:51:43.471397,1
A94,B79,3970.5297722757055,2026-02-20 00:51:43.471397,0
A63,B79,3096.2894008433327,2025-10-02 00:51:43.471397,0
A9,B52,2719.1039838832967,2025-09-22 00:51:43.471397,0
A98,B26,8541.055001557157,2026-01-22 00:51:43.471397,1
A69,B45,7948.269986326262,2026-01-18 00:51:43.471397,1
A99,B59,4407.326702885285,2026-02-22 00:51:43.471397,0
A17,B49,6341.38253182173,2025-11-20 00:51:43.471397,1
A17,B65,3394.1907429328626,2026-01-25 00:51:43.471397,0
A85,B54,7326.482521715435,2026-03-11 00:51:43.471397,1
A61,B91,2763.150386608746,2026-05-11 00:51:43.471397,0
A71,B54,5017.370224275333,2026-02-15 00:51:43.471397,1
A22,B17,2281.9925408582762,2025-10-02 00:51:43.471397,0
A34,B99,5158.813231343913,2026-02-17 00:51:43.471397,1
A68,B10,7226.36486368246,2025-06-10 00:51:43.471397,1
A78,B31,5422.018521542501,2026-01-04 00:51:43.471397,1
A55,B70,8224.708061093823,2025-08-14 00:51:43.471397,1
A28,B2,9215.815414644887,2025-08-31 00:51:43.471397,1
A70,B42,5244.975585977027,2025-12-19 00:51:43.471397,1
A97,B75,7039.907962128513,2026-03-20 00:51:43.471397,1
A94,B46,627.9292930323637,2026-01-03 00:51:43.471397,0
A89,B10,7606.532717037367,2025-10-17 00:51:43.471397,1
A26,B79,1670.284456066256,2025-07-11 00:51:43.471397,0
A92,B100,4394.146681116022,2026-01-09 00:51:43.471397,0
A40,B33,3906.147216621205,2025-11-03 00:51:43.471397,0
A52,B71,2930.8623120088196,2025-07-13 00:51:43.471397,0
A86,B36,5272.529149037335,2026-03-12 00:51:43.471397,1
A84,B95,8678.178787825598,2025-11-10 00:51:43.471397,1
A48,B46,4763.3702338929525,2025-06-03 00:51:43.471397,0
A57,B36,3559.905138979587,2026-01-14 00:51:43.471397,0
A67,B96,8270.653671217906,2025-06-04 00:51:43.471397,1
A58,B22,9606.682839054658,2026-03-18 00:51:43.471397,1
A16,B21,8149.181192465869,2025-10-30 00:51:43.471397,1
A32,B48,8350.921974766285,2025-07-05 00:51:43.471397,1
A29,B75,2309.1305071212496,2026-03-19 00:51:43.471397,0
A9,B43,9653.999853898235,2025-08-13 00:51:43.471397,1
A44,B44,6267.911908201665,2025-07-24 00:51:43.471397,1
A3,B13,7643.232690040358,2025-06-25 00:51:43.471397,1
A76,B26,9426.165293153615,2026-01-12 00:51:43.471397,1
A71,B25,3222.147747386337,2026-01-28 00:51:43.471397,0
A30,B91,9156.897855820842,2025-09-07 00:51:43.471397,1
A76,B5,291.5478479237227,2025-05-26 00:51:43.471397,0
A29,B96,285.16870278071485,2026-03-15 00:51:43.471397,0
A1,B42,8674.574759324172,2026-04-23 00:51:43.471397,1
A10,B79,517.3532572053366,2026-01-28 00:51:43.471397,0
A91,B9,5762.2653644712145,2026-03-06 00:51:43.471397,1
A81,B45,7954.609893825274,2025-05-26 00:51:43.471397,1
A8,B38,9226.005522698713,2025-08-20 00:51:43.471397,1
A30,B13,9676.441759291185,2026-03-15 00:51:43.471397,1
A9,B75,4761.242096964717,2026-01-13 00:51:43.471397,0
A5,B53,4102.055740256403,2026-02-13 00:51:43.471397,0
A43,B27,6624.811033926812,2025-12-24 00:51:43.471397,1
A10,B85,4709.173985653946,2026-01-21 00:51:43.471397,0
A66,B89,5188.395335040355,2025-11-30 00:51:43.471397,1
A31,B46,570.4877088090346,2025-09-03 00:51:43.471397,0
A36,B15,1997.2238632597055,2026-04-02 00:51:43.471397,0
A86,B96,8640.640715111535,2025-10-16 00:51:43.471397,1
A63,B91,1341.114105021213,2025-12-06 00:51:43.471397,0
A28,B13,7916.85362298251,2026-02-18 00:51:43.471397,1
A70,B4,8383.91900274083,2026-03-19 00:51:43.471397,1
A17,B77,3393.9650154876795,2025-08-28 00:51:43.471397,0
A93,B53,9197.519495592005,2025-07-18 00:51:43.471397,1
A74,B64,7733.375637172808,2025-12-24 00:51:43.471397,1
A74,B40,6297.610534487212,2025-08-02 00:51:43.471397,1
A61,B44,2090.1224680005193,2026-03-06 00:51:43.471397,0
A32,B14,1979.0521866633994,2025-10-06 00:51:43.471397,0
A61,B87,8672.231098664017,2026-02-21 00:51:43.471397,1
A53,B30,1264.6726854441522,2026-01-15 00:51:43.471397,0
A25,B55,8244.822808767114,2025-07-11 00:51:43.471397,1
A13,B30,5252.45182453952,2025-08-04 00:51:43.471397,1
A13,B52,8654.242527538501,2025-11-03 00:51:43.471397,1
A85,B97,4659.607057857076,2025-09-22 00:51:43.471397,0
A56,B46,2720.9822343007527,2026-03-15 00:51:43.471397,0
A46,B94,9597.600173545532,2026-01-11 00:51:43.471397,1
A55,B78,3851.993290449447,2026-01-09 00:51:43.471397,0
A53,B2,2926.939691629605,2025-10-30 00:51:43.471397,0
A60,B43,6852.318821157783,2026-05-17 00:51:43.471397,1
A94,B94,5313.53757665492,2026-05-03 00:51:43.471397,1
A7,B4,2354.576297036011,2025-12-26 00:51:43.471397,0
A87,B33,3927.808723621016,2026-04-29 00:51:43.471397,0
A84,B9,7360.235254244073,2025-12-16 00:51:43.471397,1
A83,B63,6863.3530403069835,2025-11-25 00:51:43.471397,1
A13,B31,1150.4648088357953,2025-09-05 00:51:43.471397,0
A8,B64,9921.990224446463,2025-07-08 00:51:43.471397,1
A52,B19,7325.602769439875,2025-07-21 00:51:43.471397,1
A94,B19,3173.128176436608,2025-07-27 00:51:43.471397,0
A44,B31,4339.229432244335,2025-10-22 00:51:43.471397,0
A14,B34,8549.87507832785,2025-12-14 00:51:43.471397,1
A32,B18,6879.636594788739,2025-10-02 00:51:43.471397,1
A25,B54,2942.4112206358022,2026-05-17 00:51:43.471397,0
A25,B90,9702.599577699595,2025-07-17 00:51:43.471397,1
A69,B63,9768.272136364465,2025-08-15 00:51:43.471397,1
A58,B65,660.4311305918732,2026-04-08 00:51:43.471397,0
A18,B60,8034.56094812901,2025-09-21 00:51:43.471397,1
A55,B6,5175.504394972501,2026-05-06 00:51:43.471397,1
A24,B91,6748.447861369831,2026-01-22 00:51:43.471397,1
A36,B26,3904.179728541173,2025-10-10 00:51:43.471397,0
A60,B87,6252.533989176846,2026-01-01 00:51:43.471397,1
A32,B23,6895.93829661941,2025-07-12 00:51:43.471397,1
A10,B28,729.1985297458128,2026-05-18 00:51:43.471397,0
A57,B82,9734.563114657703,2026-03-24 00:51:43.471397,1
A71,B70,851.7696680748431,2025-05-27 00:51:43.471397,0
A13,B15,1226.4971227921667,2025-12-06 00:51:43.471397,0
A7,B18,7693.198742734773,2026-05-05 00:51:43.471397,1
A84,B67,1641.9841532682037,2025-06-16 00:51:43.471397,0
A70,B11,4069.7982863781313,2025-06-02 00:51:43.471397,0
A2,B57,9975.164150838302,2025-10-17 00:51:43.471397,1
A12,B9,7788.50227203937,2025-06-02 00:51:43.471397,1
A97,B68,4472.88760227254,2026-03-12 00:51:43.471397,0
A31,B80,3916.647055183474,2026-04-06 00:51:43.471397,0
A22,B84,8078.457628916141,2025-11-07 00:51:43.471397,1
A53,B93,7277.837857877293,2026-03-22 00:51:43.471397,1
A63,B73,7402.02103496467,2026-04-15 00:51:43.471397,1
A62,B97,5390.495406665372,2025-10-06 00:51:43.471397,1
A28,B30,3781.1579356483935,2025-11-17 00:51:43.471397,0
A52,B46,3894.4116746646364,2026-04-15 00:51:43.471397,0
A8,B40,774.8308872247133,2025-11-10 00:51:43.471397,0
A22,B87,8984.604256094837,2025-06-01 00:51:43.471397,1
A49,B57,7458.293721697663,2026-01-28 00:51:43.471397,1
A1,B95,5489.542084211169,2026-01-28 00:51:43.471397,1
A50,B88,7576.974924264762,2026-05-18 00:51:43.471397,1
A34,B96,1726.2257880731456,2025-09-21 00:51:43.471397,0
A59,B41,4574.376213094509,2026-01-31 00:51:43.471397,0
A37,B18,6017.207868232372,2025-12-25 00:51:43.471397,1
A55,B16,6200.821018389352,2026-03-10 00:51:43.471397,1
A90,B10,4717.120305607814,2026-03-17 00:51:43.471397,0
A94,B21,3260.822676168055,2025-11-26 00:51:43.471397,0
A72,B57,8676.280883074038,2026-01-22 00:51:43.471397,1
A85,B96,9546.924730603285,2025-10-12 00:51:43.471397,1
A92,B41,8920.06194613638,2026-01-12 00:51:43.471397,1
A63,B75,5530.935177530138,2026-03-12 00:51:43.471397,1
A20,B55,1313.704729377912,2026-05-07 00:51:43.471397,0
A25,B32,8918.043368449853,2025-09-30 00:51:43.471397,1
A38,B97,660.208571695355,2026-02-11 00:51:43.471397,0
A28,B64,7177.017666387764,2025-10-14 00:51:43.471397,1
A8,B28,4830.940099756774,2026-01-19 00:51:43.471397,0
A75,B10,2944.9216328770253,2025-09-02 00:51:43.471397,0
A95,B12,1016.6238852900892,2025-12-08 00:51:43.471397,0
A70,B40,9553.662410326337,2025-10-18 00:51:43.471397,1
A8,B78,1198.4133473975598,2025-10-19 00:51:43.471397,0
A96,B27,9345.082470374413,2025-07-26 00:51:43.471397,1
A41,B31,8036.5901576552105,2025-09-20 00:51:43.471397,1
A8,B14,4167.319694155897,2025-06-10 00:51:43.471397,0
A7,B3,1287.2583221131558,2025-09-08 00:51:43.471397,0
A75,B69,2376.4889954658547,2026-01-04 00:51:43.471397,0
A62,B65,2071.003113266367,2025-09-08 00:51:43.471397,0
A65,B52,8418.09497194286,2026-02-06 00:51:43.471397,1
A68,B21,6742.81732465415,2025-10-23 00:51:43.471397,1
A21,B31,1107.6133300344263,2026-01-17 00:51:43.471397,0
A8,B7,4992.644268679104,2026-05-19 00:51:43.471397,0
A66,B56,5812.803946199736,2026-04-30 00:51:43.471397,1
A11,B94,357.67323526732775,2026-05-11 00:51:43.471397,0
A24,B99,4528.428751109836,2025-11-29 00:51:43.471397,0
A9,B43,9210.271089694283,2025-07-24 00:51:43.471397,1
A77,B75,6802.766457533325,2026-04-10 00:51:43.471397,1
A9,B34,6421.375800061177,2025-09-03 00:51:43.471397,1
A87,B87,8681.401588246576,2025-11-01 00:51:43.471397,1
A31,B4,7392.786675345685,2025-09-03 00:51:43.471397,1
A52,B4,5850.17654331907,2025-06-06 00:51:43.471397,1
A16,B31,2548.9765531557246,2026-05-08 00:51:43.471397,0
A73,B69,7257.302055420841,2025-12-12 00:51:43.471397,1
A32,B13,9829.083134339147,2025-07-11 00:51:43.471397,1
A75,B66,9735.371576565587,2025-06-21 00:51:43.471397,1
A77,B3,1964.0575059764512,2025-10-23 00:51:43.471397,0
A6,B32,4889.619300156372,2025-07-17 00:51:43.471397,0
A80,B91,3278.730513212481,2025-11-03 00:51:43.471397,0
A11,B54,1480.0833754380865,2025-08-06 00:51:43.471397,0
A54,B39,5997.9255301901085,2025-10-21 00:51:43.471397,1
A85,B71,6351.790611447723,2026-03-11 00:51:43.471397,1
A75,B48,1988.2648943631239,2026-04-11 00:51:43.471397,0
A73,B92,6144.280006595301,2026-04-06 00:51:43.471397,1
A67,B12,1698.752464910604,2025-10-09 00:51:43.471397,0
A41,B87,211.26334886216208,2026-03-08 00:51:43.471397,0
A34,B5,3672.217353043751,2025-06-07 00:51:43.471397,0
A27,B6,4787.010643105438,2025-06-04 00:51:43.471397,0
A86,B17,8654.307464650788,2025-12-08 00:51:43.471397,1
A92,B9,350.6798652296868,2026-04-03 00:51:43.471397,0
A41,B65,5539.701523945988,2025-12-11 00:51:43.471397,1
A31,B20,5818.43382815367,2025-09-23 00:51:43.471397,1
A34,B39,1323.1810699045884,2025-10-17 00:51:43.471397,0
A51,B10,6589.810234613687,2025-12-18 00:51:43.471397,1
A17,B91,4161.734622111699,2026-01-23 00:51:43.471397,0
A86,B33,7976.8862337223045,2025-12-09 00:51:43.471397,1
A83,B4,31.802039824889558,2025-11-27 00:51:43.471397,0
A39,B70,9685.599672762526,2025-12-26 00:51:43.471397,1
A59,B12,549.6633600582597,2025-10-05 00:51:43.471397,0
A41,B58,5053.293994066029,2025-11-02 00:51:43.471397,1
A97,B6,7536.457362908449,2026-01-11 00:51:43.471397,1
A10,B18,6269.28786862507,2026-05-08 00:51:43.471397,1
A2,B67,672.1128482164612,2025-06-25 00:51:43.471397,0
A59,B34,6423.866562996009,2026-04-14 00:51:43.471397,1
A80,B55,7870.143899312598,2025-06-30 00:51:43.471397,1
A73,B9,1484.1807283954581,2026-04-17 00:51:43.471397,0
A13,B55,6068.842425581615,2025-10-11 00:51:43.471397,1
A10,B82,7795.541814306702,2026-02-03 00:51:43.471397,1
A69,B71,4033.2774266520096,2026-04-29 00:51:43.471397,0
A28,B61,1473.5978556505097,2025-08-21 00:51:43.471397,0
A65,B69,9141.879036020755,2026-03-05 00:51:43.471397,1
A34,B58,6465.575287989141,2025-06-17 00:51:43.471397,1
A17,B83,4889.744889019114,2026-02-10 00:51:43.471397,0
A45,B81,8781.888716958023,2026-01-12 00:51:43.471397,1
A9,B25,6639.391343055614,2025-11-13 00:51:43.471397,1
A32,B24,1236.9405010137082,2026-04-19 00:51:43.471397,0
A48,B98,6950.315260496189,2025-06-06 00:51:43.471397,1
A37,B9,1896.2713680933807,2026-01-22 00:51:43.471397,0
A21,B37,7819.506467164395,2025-12-14 00:51:43.471397,1
A57,B73,1182.5462438225175,2026-01-22 00:51:43.471397,0
A70,B78,4222.954495794613,2026-03-25 00:51:43.471397,0
A91,B74,299.82772902874484,2026-04-10 00:51:43.471397,0
A39,B62,1999.7610841283872,2025-11-24 00:51:43.471397,0
A79,B2,5398.103531396486,2026-05-22 00:51:43.471397,1
A84,B27,6125.244777127934,2026-05-09 00:51:43.471397,1
A68,B86,1858.0562909127254,2026-03-30 00:51:43.471397,0
A2,B17,7545.078400991693,2025-09-06 00:51:43.471397,1
A86,B3,3724.5306103886,2026-03-30 00:51:43.471397,0
A71,B36,2413.1210290162358,2025-08-16 00:51:43.471397,0
A39,B25,6761.2438233750945,2026-05-18 00:51:43.471397,1
A85,B83,9850.39755905363,2025-06-22 00:51:43.471397,1
